property_id,neighborhood,year,total_assessed_value,property_area,number_of_bedrooms,number_of_bathrooms,building_age,latitude,longitude,pca_x,pca_y,tsne_x,tsne_y
0,Excelsior,2022,210141.0,862.0,0,1.0,81.0,37.729706588,-122.420950143,0.22484678158027788,-1.474843018950041,,
1,Mission Terrace,2017,214196.0,1155.0,0,1.0,99.0,37.729253969,-122.438950482,0.5167689637727636,1.757324814096037,,
2,Lake Street,2023,524601.0,2106.0,4,1.0,113.0,37.785753868,-122.469663514,1.0305366283411967,-2.3271372877667362,,
3,Eureka Valley/Dolores Heights,2021,40262.0,600.0,0,1.0,43.0,37.762397393,-122.43024391,-1.4896436443542527,-1.0770454604426292,,
4,Mission Bay,2023,1581000.0,1307.0,2,2.0,7.0,37.77180554,-122.394186978,-1.9758972252810771,-2.954079367718097,,
5,Van Ness/ Civic Center,2017,157387.0,0.0,0,0.0,86.0,37.789553094,-122.423278885,-3.6384299065896135,2.1011741032541096,,
6,Ingleside Heights,2015,326094.0,1000.0,2,1.0,83.0,37.71538068,-122.466830674,2.130773317470542,2.1757880777686704,,
7,Eureka Valley/Dolores Heights,2019,838593.0,2916.0,0,1.0,127.0,37.756422399,-122.434937509,-0.49459168018906596,0.7636238079204638,,
8,Bayview,2023,350103.0,1570.0,3,2.0,38.0,37.735783926,-122.386274017,-0.19686292188231014,-2.4525124643409746,,
9,Nob Hill,2021,1991982.0,1175.0,2,2.0,34.0,37.792654292,-122.414116749,-1.8338116808930174,-2.295506510411455,,
10,Ingleside,2015,385745.0,1375.0,0,1.0,100.0,37.722564466,-122.461950508,1.66326434901693,2.192536991992261,53.17681121826172,-25.420690536499023
11,Merced Heights,2017,350425.0,1150.0,0,1.0,66.0,37.720133897,-122.466882062,1.856019494302113,1.8651203892339225,,
12,Miraloma Park,2021,1681224.0,2497.0,4,3.0,74.0,37.736983378,-122.452707282,1.5605453755131524,-1.909154126319052,,
13,Mission Terrace,2016,131109.0,2686.0,0,2.0,61.0,37.722960423,-122.437477799,0.758137518765229,1.8252830102186124,,
14,Miraloma Park,2020,1073812.0,1085.0,0,1.0,64.0,37.734959654,-122.448087958,0.5801286140294747,-1.0411195227880283,,
15,Central Sunset,2019,76363.0,1250.0,0,1.0,96.0,37.756443618,-122.481669726,1.4244928115679327,1.514928986106951,,
16,Outer Richmond,2017,1125542.0,1825.0,3,3.0,18.0,37.777867181,-122.502514088,2.371504666415264,0.8508663807835501,,
17,Cole Valley/Parnassus Heights,2016,152184.0,1339.0,0,1.0,58.0,37.764975843,-122.443834621,-0.8762197555697857,1.616603576426396,,
18,Bernal Heights,2015,226406.0,1655.0,3,2.0,56.0,37.743967357,-122.416456479,-0.519823448699741,1.0963144791728932,,
19,Outer Richmond,2020,249897.0,2654.0,0,1.0,106.0,37.772166957,-122.505329473,2.4964801596938995,-0.5911498815650593,,
20,Mount Davidson Manor,2016,554813.0,1802.0,0,1.0,95.0,37.727198811,-122.465353138,1.6921713700140786,1.8440667187130217,,
21,Croker Amazon,2020,104092.0,1650.0,0,2.0,51.0,37.714230203,-122.440664453,1.4014691293332568,-0.6496743749779945,,
22,South Beach,2016,275344.0,852.0,2,1.0,17.0,37.786236788,-122.389066206,-2.6194315030169095,0.8353563991001078,,
23,Central Richmond,2018,80727.0,1588.0,0,1.0,82.0,37.775724523,-122.489511246,1.1531427114994863,1.567344133016811,,
24,Ingleside Heights,2020,258406.0,1219.0,0,1.0,97.0,37.714076672,-122.464251483,2.22470612853532,-0.40080922622084536,,
25,Glen Park,2023,58782.0,1450.0,0,1.0,123.0,37.740226676,-122.426970722,0.019911623924888325,-1.623159505242834,,
26,Outer Parkside,2022,691976.0,1200.0,0,2.0,76.0,37.741840185,-122.495218173,2.9186942015489303,-1.5612175173378184,,
27,Duboce Triangle,2021,1771704.0,1751.0,3,1.0,118.0,37.765554295,-122.434249154,-0.5795025541865833,-1.8297814519889208,,
28,Bernal Heights,2017,542344.0,2150.0,5,3.0,123.0,37.744231731,-122.41768372,0.304111273753257,0.39704458002858395,,
29,Outer Mission,2023,527276.0,2360.0,3,2.0,99.0,37.716107394,-122.443539056,2.166617739493685,-2.0408931287803274,,
30,Lower Pacific Heights,2021,928640.0,1736.0,0,0.0,26.0,37.785367927,-122.444816743,-1.530664906816721,-1.6005257433939855,,
31,Sunnyside,2015,266727.0,1100.0,0,1.0,92.0,37.728837896,-122.449599055,0.7273650100845146,2.167987734570396,11.688655853271484,13.730669975280762
32,Noe Valley,2019,1993171.0,3520.0,0,2.0,123.0,37.743590042,-122.426377244,0.08046969081595337,0.5641033286216114,,
33,Russian Hill,2021,2071238.0,986.0,2,1.0,59.0,37.798446655,-122.415217686,-1.908099419126317,-1.7100263994735037,,
34,Ingleside Heights,2016,305998.0,1178.0,0,1.0,68.0,37.712740817,-122.46282139,1.8979436544300958,2.0947415411283434,,
35,Hayes Valley,2019,4900.0,0.0,0,0.0,86.0,37.778608347,-122.422193558,-3.773057982575375,1.7871903364989947,,
36,Mission Bay,2018,1683000.0,2246.0,2,3.0,22.0,37.777725412,-122.40094401,-1.9758010688769359,0.10729075093987946,-81.83128356933594,17.32371711730957
37,Downtown,2022,5396.0,360.0,0,0.0,86.0,37.790841287,-122.412513693,-3.065327046965612,-0.7846597961981132,,
38,Bayview,2015,445904.0,1484.0,3,2.0,96.0,37.737609832,-122.391180373,-0.20659185489978632,1.4926283172760808,,
39,Cow Hollow,2019,2042078.0,2402.0,3,1.0,97.0,37.798253761,-122.443607558,-0.7703324357868726,0.22424904477294144,-28.803951263427734,39.10835266113281
40,Mount Davidson Manor,2015,229316.0,831.0,1,1.0,38.0,37.725626771,-122.46163132,1.2414018358352625,2.013528874529267,,
41,Inner Mission,2019,637500.0,437.0,1,1.0,9.0,37.766541794,-122.41797754,-2.247814886081274,0.47089243955550714,,
42,Potrero Hill,2022,450368.0,983.0,2,2.0,35.0,37.75497899,-122.398403896,-1.3298391853772047,-2.3989247443326303,,
43,Westwood Park,2015,753563.0,1460.0,0,1.0,103.0,37.725733763,-122.458961105,1.4158995361622029,2.1324009196253044,,
44,Hayes Valley,2016,308719.0,596.0,0,1.0,28.0,37.777007138,-122.424993155,-2.6794138407654327,1.1413594219680328,,
45,Balboa Terrace,2020,551699.0,1375.0,0,1.0,102.0,37.732235104,-122.468460012,1.7829638136523,-0.7014000371512276,,
46,Central Sunset,2019,70365.0,1390.0,0,1.0,95.0,37.758738628,-122.479679888,1.3177189677065375,1.5004064041970626,,
47,Inner Richmond,2015,572629.0,1234.0,2,2.0,25.0,37.777983661,-122.459018046,-0.09886718675107693,1.3114070869029877,,
48,South of Market,2016,498686.0,502.0,0,0.0,13.0,37.781154821,-122.401651399,-3.1053289945729645,1.249617527904957,-68.33358001708984,-7.067734718322754
49,Miraloma Park,2021,1257690.0,1216.0,0,1.0,83.0,37.738431969,-122.446496802,0.5716838703185536,-1.2659013059898958,,
50,Excelsior,2017,516784.0,1100.0,0,1.0,84.0,37.728257249,-122.423816788,0.2109144043078462,1.5964965880764368,,
51,Miraloma Park,2022,1581918.0,1254.0,3,2.0,64.0,37.736095838,-122.452759121,1.1927614739411425,-2.2973484570369864,,
52,Mount Davidson Manor,2016,1015250.0,2180.0,0,2.0,95.0,37.727875004,-122.462015089,1.8335224224343873,1.6112081607468969,,
53,Mission Bay,2023,727910.0,900.0,1,1.0,11.0,37.77159369,-122.388589379,-2.2778974301906794,-2.5934980576849544,,
54,Portola,2015,266822.0,924.0,0,1.0,72.0,37.72158569,-122.40907802,-0.08732146635868009,2.0115338303401646,,
55,Hayes Valley,2020,86557.0,646.0,1,1.0,15.0,37.773889994,-122.421877164,-2.6247343005583685,-1.3803600071761126,,
56,South Beach,2018,1419916.0,1193.0,2,2.0,15.0,37.789375968,-122.390971995,-2.280682266958296,0.007673334404618736,,
57,Central Sunset,2015,74923.0,1350.0,0,1.0,83.0,37.754556359,-122.492948442,1.7321758554306328,2.4033755030186836,34.796417236328125,22.955154418945312
58,Bernal Heights,2018,1013382.0,2129.0,5,4.0,15.0,37.741457934,-122.422039261,0.14951298897838944,-0.26401198079897265,,
59,Excelsior,2017,431719.0,1350.0,0,1.0,82.0,37.729601297,-122.415957474,0.06424991092201357,1.585188373386033,,
60,Mission Dolores,2017,158791.0,525.0,2,1.0,117.0,37.759277696,-122.422998945,-1.4059547119537967,1.2160043079764034,,
61,Mission Dolores,2017,392958.0,890.0,1,1.0,8.0,37.76856011,-122.426308196,-2.1312690389679494,0.8184401454893874,,
62,Central Sunset,2017,974836.0,2138.0,4,2.0,84.0,37.754569809,-122.487976809,2.340969366891232,1.0689323685161913,33.30281448364258,7.610099792480469
63,Excelsior,2020,283931.0,1664.0,0,2.0,85.0,37.719510927,-122.437949227,1.148983348270076,-0.7306819070142164,,
64,Downtown,2018,5697.0,0.0,0,0.0,86.0,37.791298355,-122.408814373,-4.087906907828983,2.571227783673244,,
65,Bayview,2023,255457.0,829.0,3,2.0,33.0,37.735071712,-122.385323888,-0.31014072941253445,-2.3707928169992036,1.9747672080993652,-52.070167541503906
66,Russian Hill,2020,276700.0,1131.0,2,2.0,111.0,37.805857926,-122.422925182,-1.4088522854546213,-1.1526694934506656,-47.58299255371094,18.56683921813965
67,South Beach,2015,948580.0,1424.0,0,1.0,27.0,37.788339759,-122.389394839,-2.604367664927347,1.0173226683735237,,
68,Glen Park,2019,1675843.0,2560.0,4,2.0,123.0,37.738153851,-122.426006952,0.6862769728254741,0.3662573406768045,,
69,Excelsior,2021,69305.0,1312.0,0,1.0,64.0,37.721541821,-122.425573751,0.44742048023251346,-0.694383610546394,,
70,Parkside,2020,74892.0,1329.0,0,2.0,94.0,37.738863969,-122.477812496,2.087136322387219,-0.45405419767814914,,
71,Bernal Heights South,2016,178174.0,1125.0,0,1.0,82.0,37.731317282,-122.431121606,-0.22909098372907372,2.7157697963018896,1.866365671157837,94.26139831542969
72,Visitacion Valley,2019,412137.0,2562.0,5,3.0,32.0,37.711961096,-122.411469327,1.2535313228473492,0.4117378819759741,,
73,Mission Terrace,2016,273287.0,1144.0,0,1.0,97.0,37.725746139,-122.435116691,0.5414667013111752,1.9391358009777646,,
74,Bernal Heights South,2018,357808.0,2088.0,0,3.0,113.0,37.735513451,-122.425327625,0.22379194929379334,1.9564131685434454,,
75,Bernal Heights,2020,517946.0,1035.0,2,2.0,19.0,37.744274059,-122.421343683,-0.5465587537382584,-1.8054129026398866,,
76,Mount Davidson Manor,2017,53896.0,1125.0,0,1.0,95.0,37.727050555,-122.462316789,1.4075959193090188,2.0117822072777036,75.67828369140625,19.355127334594727
77,Outer Mission,2020,465164.0,728.0,2,1.0,77.0,37.710193033,-122.455221907,2.0137799397212306,-0.6880656113748662,,
78,Haight Ashbury,2020,999378.0,1559.0,2,3.0,16.0,37.773439705,-122.438755832,-0.6906474420795851,-1.593522823199845,,
79,Central Sunset,2022,1455294.0,2427.0,4,3.0,99.0,37.764172004,-122.485439005,2.610171422612892,-2.325247493451297,,
80,Forest Hill Extension,2022,1079148.0,1788.0,0,2.0,90.0,37.744253268,-122.457286846,1.051286091626468,-1.929185944423487,,
81,Noe Valley,2023,931981.0,1816.0,0,2.0,56.0,37.741883912,-122.434031698,0.007152495251790977,-2.3990065124003412,,
82,Visitacion Valley,2018,172944.0,850.0,0,1.0,79.0,37.712847813,-122.405309564,0.39509018781320965,1.582929522097038,,
83,Eureka Valley/Dolores Heights,2016,561323.0,3640.0,0,4.0,115.0,37.757824607,-122.434441582,-0.08206517351747197,1.0893621350606106,,
84,Inner Sunset,2018,333894.0,2944.0,5,2.0,114.0,37.765497001,-122.46459762,1.285784136329014,0.734193634367865,,
85,Parkside,2022,377119.0,1065.0,2,1.0,98.0,37.74075361,-122.47741555,2.1391003848831804,-1.5866187571658805,,
86,Inner Sunset,2016,68062.0,1350.0,0,1.0,100.0,37.760292039,-122.472890046,0.7563847516436334,2.0252618738963504,,
87,Excelsior,2018,135023.0,1270.0,0,2.0,111.0,37.725000422,-122.42772129,0.6612348783861919,1.5670044595773556,,
88,Mission Terrace,2015,229068.0,665.0,1,1.0,116.0,37.730098742,-122.434663278,0.4639256783864708,2.1494081092610027,20.83746910095215,60.15021514892578
89,Oceanview,2018,515507.0,1000.0,0,1.0,68.0,37.717711354,-122.459844388,1.5833344929738524,1.4921103935947262,,
90,Excelsior,2021,77633.0,1150.0,0,1.0,96.0,37.720635115,-122.428441465,0.6787613656269422,-0.6137813244471305,,
91,Visitacion Valley,2016,451680.0,1900.0,0,2.0,78.0,37.713181064,-122.409225864,0.7485883228446217,1.7014360655405416,,
92,Merced Heights,2017,305054.0,1454.0,0,2.0,98.0,37.721035845,-122.465649012,2.172684410166187,1.831233649479512,,
93,Lake Street,2015,91845.0,2197.0,0,1.0,119.0,37.785322194,-122.482214581,0.8125992267730164,2.2149656396681774,,
94,Central Richmond,2020,1341358.0,3311.0,7,4.0,99.0,37.775538536,-122.489030587,2.806017601694863,-1.9669053506735523,,
95,Portola,2021,372405.0,1262.0,0,1.0,70.0,37.724939097,-122.414627875,0.12660081142424115,-1.0971314738175366,,
96,Silver Terrace,2022,249476.0,681.0,1,1.0,20.0,37.732633128,-122.40421218,-0.6592345624706325,-1.8674993065794994,-18.325517654418945,35.6029052734375
97,Lake Street,2016,1846335.0,1960.0,3,3.0,114.0,37.785675191,-122.481255809,1.5679164360673217,1.044797173097508,,
98,Inner Sunset,2016,777865.0,0.0,0,0.0,86.0,37.75995486,-122.468536549,-0.49274291008460264,2.1559343240328794,,
99,Central Sunset,2021,608497.0,1008.0,0,1.0,83.0,37.755232297,-122.492887325,2.0310314662516564,-0.9260266692716806,,
100,Glen Park,2023,1797842.0,2949.0,3,3.0,116.0,37.736171469,-122.438196824,1.2957550730945633,-2.640003916149853,,
101,Outer Parkside,2015,173614.0,1000.0,0,1.0,82.0,37.744718622,-122.502348553,2.5821938775764344,2.4493481633506695,,
102,Financial District South,2023,935528.0,691.0,1,1.0,19.0,37.78703112,-122.393642196,-2.378427373861644,-2.8048756307120812,,
103,Outer Parkside,2016,243407.0,1660.0,2,2.0,83.0,37.742620125,-122.504350925,3.157081228075451,1.889130238384481,61.264469146728516,51.67562484741211
104,Bernal Heights South,2016,107298.0,775.0,0,1.0,114.0,37.739693295,-122.415653981,-0.6751729211964965,2.8154206331335083,,
105,South Beach,2023,2100000.0,1387.0,2,2.0,22.0,37.782646299,-122.390388145,-1.9494438997995824,-3.2417938870865766,,
106,Inner Mission,2018,573253.0,2910.0,0,3.0,114.0,37.762185535,-122.420650154,-0.9855214699673795,0.7368624570655505,,
107,Outer Sunset,2018,113863.0,1028.0,0,2.0,80.0,37.753219101,-122.504686482,2.559956839636423,1.7024513060941031,,
108,Noe Valley,2017,2198100.0,1550.0,3,2.0,74.0,37.745254022,-122.43680574,0.1049392474583889,0.6738649423927996,,
109,Bayview,2019,142355.0,1150.0,0,1.0,69.0,37.727657795,-122.388630502,-0.527103582850938,1.1843206929246899,,
110,Noe Valley,2016,311528.0,920.0,0,1.0,116.0,37.749566663,-122.431461233,-0.5922295504073587,1.6541320465975922,-13.016412734985352,4.022889137268066
111,Potrero Hill,2023,715000.0,646.0,0,0.0,60.0,37.759533031,-122.400650902,-1.88669823967038,-2.2320497987917314,,
112,Bernal Heights,2022,1078910.0,788.0,1,1.0,123.0,37.74609786,-122.41478499,-0.3764628384705581,-2.3055191045994072,,
113,Outer Sunset,2023,241384.0,2130.0,0,2.0,95.0,37.763292324,-122.503651448,2.797107515984179,-1.6680277506727188,,
114,Portola,2020,231884.0,0.0,0,0.0,123.0,37.726663395,-122.409438655,-0.9418311776124338,-0.13330706896280636,,
115,Parkside,2021,272722.0,1311.0,3,2.0,80.0,37.749633683,-122.486565872,2.408287021137195,-1.1635591103192717,,
116,Lake Street,2015,993870.0,1295.0,3,1.0,110.0,37.785537886,-122.471382763,0.7108451806184869,1.5412170662630704,,
117,Mission Dolores,2019,208767.0,756.0,1,1.0,40.0,37.765462302,-122.42491635,-1.9471769700072667,0.5876393441579019,,
118,Sunnyside,2021,75290.0,1536.0,0,2.0,77.0,37.732543439,-122.45245202,0.9834325169415391,-0.8294129795435425,,
119,Hayes Valley,2023,810258.0,3312.0,0,2.0,23.0,37.772877387,-122.422644767,-1.997571831577247,-2.8754185854962344,,
120,Financial District South,2023,1137300.0,1398.0,1,1.0,116.0,37.783699369,-122.393580627,-1.7562273055778572,-2.638300893839119,,
121,Visitacion Valley,2015,732672.0,2303.0,3,3.0,21.0,37.708411207,-122.414659059,1.1555134319013105,1.35775289076657,,
122,Oceanview,2016,786921.0,1898.0,4,3.0,43.0,37.712536288,-122.461168669,2.4386354753975463,1.2246674156413724,,
123,South of Market,2022,282712.0,252.0,0,1.0,15.0,37.776260092,-122.397105149,-2.731443536635475,-2.1257366757446214,,
124,Inner Sunset,2019,453272.0,1499.0,0,1.0,76.0,37.759318016,-122.474348258,0.884651740993492,1.0306039958806412,,
125,Outer Sunset,2015,196054.0,1465.0,0,1.0,95.0,37.757379204,-122.502817916,2.3496654469042366,2.3617625817289234,,
126,Excelsior,2019,876748.0,1525.0,0,2.0,115.0,37.720227994,-122.435287926,1.1444176038941294,1.105555393567663,,
127,Inner Sunset,2020,576874.0,2222.0,3,2.0,112.0,37.761862785,-122.46219253,1.2487822229583032,-1.3258030707561077,,
128,Lake Shore,2021,124594.0,1434.0,0,2.0,68.0,37.730334072,-122.497165822,3.0403802194722838,-0.8335405409286932,103.39789581298828,-4.102312088012695
129,Central Sunset,2021,608282.0,1490.0,3,1.0,91.0,37.754436363,-122.483263884,2.0528338945274043,-1.2341862368991294,,
130,South of Market,2017,565881.0,0.0,0,0.0,121.0,37.773562006,-122.414298822,-3.4284198663482695,1.66668236706812,,
131,Bernal Heights South,2016,971121.0,1932.0,3,3.0,123.0,37.739851657,-122.417509074,0.2805678023982168,1.960966311525496,-1.0040615797042847,100.15353393554688
132,Bernal Heights,2023,963756.0,1553.0,2,2.0,113.0,37.745430811,-122.411896302,-0.05811222449587087,-2.763935537720636,,
133,Bayview Heights,2015,216354.0,2138.0,0,2.0,84.0,37.7219678,-122.395479911,0.1905861876775512,2.2096976466947535,,
134,Pine Lake Park,2019,507132.0,2050.0,0,2.0,83.0,37.734553695,-122.491966057,2.7186448409892825,1.1531377431542282,,
135,Eureka Valley/Dolores Heights,2021,506799.0,650.0,1,1.0,69.0,37.757118526,-122.427629948,-1.0010384926354963,-1.479889346030636,,
136,Inner Parkside,2017,1065186.0,2312.0,4,3.0,74.0,37.739728529,-122.471871677,2.1671640360740145,0.8829462431445162,94.25926208496094,-22.684228897094727
137,Central Richmond,2021,929125.0,1675.0,0,1.0,82.0,37.777629258,-122.485955349,1.3440368523704342,-1.2148392038722124,,
138,Monterey Heights,2020,1377810.0,2323.0,0,4.0,86.0,37.734461653,-122.462529433,2.2502024789396557,-1.4571146604051122,,
139,Mission Bay,2016,1586124.0,1397.0,2,2.0,7.0,37.77180554,-122.394186978,-2.2104356469590254,0.6762429934317078,,
140,Westwood Park,2018,61468.0,1470.0,0,1.0,103.0,37.726208644,-122.458508641,1.2717162983651205,1.8751008315556348,,
141,Glen Park,2016,417146.0,975.0,0,1.0,85.0,37.73860093,-122.436116158,-0.10516426047723607,1.6731058799099296,,
142,Eureka Valley/Dolores Heights,2019,1431000.0,1071.0,2,1.0,148.0,37.755321387,-122.424915744,-0.5328663326154162,0.596153699125104,,
143,Sunnyside,2022,357850.0,1300.0,4,2.0,81.0,37.731343111,-122.439594282,1.151285975815171,-2.0510354726063316,,
144,Lake Street,2022,1797512.0,2000.0,5,2.0,115.0,37.785407918,-122.475778963,1.5864564889949162,-2.4599752780812807,,
145,Downtown,2019,821100.0,616.0,0,1.0,60.0,37.790347704,-122.412567523,-2.7945880795809037,0.9997591990668914,,
146,Glen Park,2022,98707.0,1950.0,0,2.0,57.0,37.73822527,-122.436918211,0.20268653334159054,-1.7393250354532874,,
147,Financial District South,2020,1242850.0,1136.0,2,2.0,14.0,37.790543116,-122.395921924,-2.121159637920547,-2.048079586272635,,
148,Excelsior,2019,234495.0,862.0,0,1.0,81.0,37.730836449,-122.421486353,0.01636812238727896,1.2785305856828924,,
149,Portola,2019,655975.0,2050.0,5,3.0,101.0,37.725527477,-122.403065442,0.8956277875834016,0.3568090890041591,,
150,West Portal,2021,97232.0,2025.0,0,2.0,98.0,37.742967246,-122.468219277,1.512651074433372,-0.8863069711371884,,
151,Mission Terrace,2017,225391.0,704.0,0,1.0,116.0,37.722927293,-122.437098103,0.7079344993406894,1.853915821243888,19.992145538330078,60.217185974121094
152,Miraloma Park,2020,81901.0,1265.0,0,2.0,64.0,37.7365559,-122.448645353,0.5897829441598198,-0.7648871300972141,,
153,Parkside,2023,88986.0,800.0,0,1.0,80.0,37.748679447,-122.480922141,1.7038381509791298,-1.446190109393323,,
154,Excelsior,2017,243898.0,1294.0,0,1.0,93.0,37.716554736,-122.431522919,0.7598361966924895,1.8131593735119107,,
155,Downtown,2016,1900.0,540.0,0,0.0,86.0,37.790841287,-122.412513693,-3.306229582773208,2.7730422725355695,,
156,Outer Parkside,2020,493476.0,1450.0,0,2.0,69.0,37.7471313,-122.497801968,2.82426207312496,-0.7136624796739035,,
157,Outer Parkside,2021,204957.0,1155.0,0,1.0,77.0,37.748190393,-122.507618193,2.9178855608171883,-0.602524428960338,,
158,Bayview Heights,2016,601896.0,1850.0,3,3.0,26.0,37.713579987,-122.398903492,0.6829257623584901,1.3859567047424737,,
159,Miraloma Park,2019,67046.0,1182.0,0,1.0,76.0,37.738093013,-122.447565737,0.22164062023158368,1.3419272286515516,,
160,Van Ness/ Civic Center,2016,2800.0,0.0,0,0.0,86.0,37.778608347,-122.422193558,-4.025990191350406,2.934427293776344,,
161,Van Ness/ Civic Center,2018,1618.0,0.0,0,0.0,86.0,37.778608347,-122.422193558,-4.031933172786696,2.590707520836275,,
162,Bernal Heights,2018,1384293.0,2980.0,4,4.0,114.0,37.735506733,-122.419175118,0.8073447162280277,0.02515786632101818,-26.04828453063965,-91.64691925048828
163,Parkside,2017,257357.0,1350.0,2,1.0,84.0,37.745393153,-122.490155961,2.1795409838717403,1.6715622418524398,,
164,Parkside,2018,114059.0,1162.0,0,1.0,77.0,37.74717727,-122.477473406,1.4593054873383169,1.6790598872179674,,
165,Inner Parkside,2023,102490.0,1321.0,0,1.0,78.0,37.748538853,-122.47138644,1.2585280731843425,-1.6051390045004272,,
166,Bernal Heights South,2015,526573.0,1450.0,0,1.0,83.0,37.732150637,-122.427038689,-0.23542140091818506,2.7326655274646976,,
167,Excelsior,2017,856800.0,1403.0,3,2.0,85.0,37.727885067,-122.4240531,0.7325676338046734,1.1404613383209605,,
168,Mission Bay,2020,1351176.0,1610.0,2,2.0,16.0,37.774703061,-122.394089396,-2.006979784794424,-1.8824347511791029,,
169,Parkside,2019,943140.0,1525.0,0,2.0,86.0,37.74669465,-122.485904502,2.177939341577889,1.0728782004441844,,
170,Twin Peaks,2021,952804.0,1504.0,2,2.0,75.0,37.752737556,-122.443526378,0.08413957058355381,-1.5562094071432286,,
171,Bayview,2015,287732.0,1825.0,0,1.0,115.0,37.733040565,-122.392049578,-0.40252140103708867,1.9858731882914458,,
172,Inner Sunset,2017,632279.0,1950.0,0,2.0,78.0,37.761635275,-122.46581371,0.7752642406747293,1.2355749256850281,,
173,Inner Mission,2022,50888.0,2020.0,0,2.0,123.0,37.752364023,-122.409770485,-0.9033979192532585,-1.6731364663881998,,
174,Diamond Heights,2018,286438.0,698.0,1,1.0,48.0,37.741605039,-122.437232535,-0.45623880058443694,1.199153970372377,-18.422496795654297,70.99362182617188
175,Twin Peaks,2017,289959.0,1465.0,0,2.0,44.0,37.751975514,-122.457034438,-0.06685260466970115,1.3799526780517442,,
176,Silver Terrace,2020,412136.0,1690.0,4,3.0,30.0,37.735902333,-122.403441542,0.02013855015086657,-1.643087231732747,,
177,Lone Mountain,2017,735694.0,2738.0,4,2.0,85.0,37.777375056,-122.452036318,-0.03216480318423536,0.6559837977213574,,
178,Bayview Heights,2022,870832.0,1300.0,5,3.0,61.0,37.722791194,-122.39873282,0.9227339507521237,-2.2099117411791047,-6.144362449645996,75.95501708984375
179,Lake Shore,2023,1129424.0,1713.0,3,2.0,72.0,37.730601852,-122.491051669,3.310986280776044,-2.2980588822740273,,
180,Noe Valley,2015,282664.0,1850.0,0,1.0,116.0,37.75399343,-122.433344285,-0.6107680057678615,1.821221633904043,,
181,Outer Sunset,2018,556276.0,787.0,0,0.0,32.0,37.759365721,-122.508746047,2.03810435773091,1.5733579639369852,39.76861572265625,71.88870239257812
182,Inner Mission,2020,394623.0,3200.0,0,4.0,113.0,37.74989148,-122.419641737,-0.2457353166831873,-1.4092932659163202,,
183,Potrero Hill,2016,531929.0,0.0,0,0.0,16.0,37.764113014,-122.402986546,-3.4028511289417023,1.7275008659365674,,
184,Russian Hill,2017,96497.0,1792.0,0,2.0,116.0,37.801412086,-122.413956957,-1.877683294001034,1.5228696205290921,,
185,Noe Valley,2016,684536.0,2273.0,3,4.0,108.0,37.753526796,-122.426633502,0.12145855539782617,0.8311687261709471,,
186,Lower Pacific Heights,2018,235000.0,410.0,0,0.0,31.0,37.786361169,-122.425831109,-2.549793277711155,1.007250604139729,,
187,Bayview,2015,578724.0,1159.0,3,1.0,116.0,37.730862794,-122.39296703,-0.10192128425169665,1.6623867961168959,,
188,Downtown,2023,626420.0,815.0,2,1.0,60.0,37.790347704,-122.412567523,-2.4116152245661313,-2.138384978098655,,
189,Central Sunset,2016,795459.0,1669.0,5,3.0,99.0,37.759875122,-122.481459393,2.303899206717171,1.1210748270626658,,
190,Lower Pacific Heights,2023,1784827.0,1365.0,2,1.0,123.0,37.786716963,-122.432232331,-1.0367676247304831,-2.6222268065438192,-36.267051696777344,64.06370544433594
191,Hunters Point,2018,1.0,0.0,0,0.0,86.0,37.734925216,-122.368132523,-2.669707201533457,4.120308493799277,,
192,Potrero Hill,2023,1820700.0,1639.0,3,2.0,16.0,37.759713835,-122.404680146,-1.315485873851871,-3.0254975722877235,,
193,Noe Valley,2017,1340212.0,1455.0,0,1.0,113.0,37.746432275,-122.430640091,-0.3496663848455518,1.1909026916196896,,
194,Parkside,2022,73974.0,1229.0,0,1.0,96.0,37.744051165,-122.490314224,2.231981714672531,-1.126443181952321,,
195,Inner Mission,2022,403279.0,1004.0,0,0.0,86.0,37.763597581,-122.420698865,-1.71708352225747,-1.880665012707557,,
196,Westwood Park,2018,377850.0,1305.0,0,1.0,104.0,37.728066432,-122.457591883,1.2988916719869983,1.588100644996802,,
197,Outer Richmond,2018,552664.0,2550.0,0,2.0,77.0,37.772170085,-122.498492977,2.1841192172856276,1.2311799026429657,,
198,Outer Parkside,2018,298097.0,1325.0,0,1.0,82.0,37.743985743,-122.501815204,2.6978639077710804,1.70326656055741,,
199,Mission Terrace,2017,900745.0,895.0,2,2.0,112.0,37.72653093,-122.440099656,1.1080477644991151,1.3192334842498823,,
200,Merced Manor,2017,180488.0,3232.0,0,2.0,85.0,37.73164368,-122.477059147,2.23416509013787,1.6867782228968802,,
201,Glen Park,2019,1397400.0,923.0,2,1.0,73.0,37.738472886,-122.433747365,0.0638098901234975,0.6363328763479078,,
202,Mission Terrace,2015,157020.0,2110.0,2,3.0,97.0,37.726334857,-122.435678085,1.108822410881847,1.8091966703412397,,
203,South Beach,2016,1522874.0,1700.0,0,0.0,27.0,37.779866207,-122.393078946,-2.702932913379024,0.8334867043425072,,
204,Bernal Heights,2021,916537.0,1736.0,3,2.0,123.0,37.747432333,-122.409014697,-0.04151819872507633,-2.0065359419142217,,
205,Excelsior,2018,84010.0,0.0,0,2.0,100.0,37.724959768,-122.434254845,-0.29905281668209555,2.0833044079232046,,
